layer,gflops
pool,13.561081081081086
conv,1853.3948537074148
argmax,0.0019888623707239451
drop,3.9253333333333336
relu,2.772154696132596
fc,3.8804811796662784
sig,42.64761674021517
htanh,0.41791044776119401
local,0.93599813457004455
prob,0.021008403361344536
norm,5.1381059644816442
