layer,batch,channel,height,width,fpops,lat,gflops
sig,1,256,1,1,256,0.0310,0.00825806451613
sig,1,1024,1,1,1024,0.0360,0.0284444444444
sig,1,512,1,1,512,0.0310,0.0165161290323
sig,1,128,1,1,128,0.0270,0.00474074074074
sig,1,2048,1,1,2048,0.0420,0.0487619047619
sig,1,32,1,1,32,0.0270,0.00118518518519
sig,1,64,1,1,64,0.0420,0.00152380952381
sig,1,4096,1,1,4096,0.0510,0.0803137254902
