layer,batch,channel,height,width,fpops,lat,gflops
argmax,1,256,1,1,256,0.0130,0.0196923076923
argmax,1,1024,1,1,1024,0.0250,0.04096
argmax,1,512,1,1,512,0.0160,0.032
argmax,1,128,1,1,128,0.0100,0.0128
argmax,1,2048,1,1,2048,0.0480,0.0426666666667
argmax,1,32,1,1,32,0.0100,0.0032
argmax,1,64,1,1,64,0.0070,0.00914285714286
argmax,1,4096,1,1,4096,0.0870,0.0470804597701
