layer,batch,channel,height,width,fpops,lat,gflops
argmax,1,256,1,1,256,0.0170,0.0150588235294
argmax,1,1024,1,1,1024,0.0270,0.0379259259259
argmax,1,512,1,1,512,0.0180,0.0284444444444
argmax,1,128,1,1,128,0.0110,0.0116363636364
argmax,1,2048,1,1,2048,0.0490,0.0417959183673
argmax,1,32,1,1,32,0.0060,0.00533333333333
argmax,1,64,1,1,64,0.0060,0.0106666666667
argmax,1,4096,1,1,4096,0.0890,0.0460224719101
