layer,batch,channel,height,width,fpops,lat,gflops
sig,1,256,1,1,256,0.0300,0.00853333333333
sig,1,1024,1,1,1024,0.0340,0.0301176470588
sig,1,512,1,1,512,0.0320,0.016
sig,1,128,1,1,128,0.0270,0.00474074074074
sig,1,2048,1,1,2048,0.0400,0.0512
sig,1,32,1,1,32,0.0280,0.00114285714286
sig,1,64,1,1,64,0.0260,0.00246153846154
sig,1,4096,1,1,4096,0.0490,0.0835918367347
