layer,batch,channel,height,width,num_output,fpops,lat,gflops
fc,256,1000,1,1,3072,786432000,1.1750,669.303829787
fc,256,1000,1,1,3200,819200000,1.1460,714.834205934
fc,256,1000,1,1,4096,1048576000,1.4770,709.936357481
fc,256,64,1,1,64,1048576,0.0820,12.7875121951
fc,256,64,1,1,128,2097152,0.0820,25.5750243902
fc,256,64,1,1,196,3211264,0.0850,37.7795764706
fc,256,64,1,1,256,4194304,0.1040,40.3298461538
fc,256,64,1,1,320,5242880,0.0830,63.1672289157
fc,256,64,1,1,384,6291456,0.0850,74.0171294118
fc,256,64,1,1,512,8388608,0.0920,91.1805217391
fc,256,64,1,1,768,12582912,0.1090,115.439559633
fc,256,64,1,1,1024,16777216,0.1220,137.518163934
fc,256,64,1,1,1536,25165824,0.1320,190.650181818
fc,256,64,1,1,2048,33554432,0.1830,183.357551913
fc,256,64,1,1,2560,41943040,0.1880,223.101276596
fc,256,64,1,1,3072,50331648,0.2190,229.824876712
fc,256,64,1,1,3200,52428800,0.1970,266.136040609
fc,256,64,1,1,4096,67108864,0.2440,275.036327869
fc,320,640,1,1,64,13107200,0.4270,30.6960187354
fc,320,640,1,1,128,26214400,0.4360,60.1247706422
fc,320,640,1,1,196,40140800,0.4530,88.6110375276
fc,320,640,1,1,256,52428800,0.4540,115.481938326
fc,320,640,1,1,320,65536000,0.5130,127.750487329
fc,320,640,1,1,384,78643200,0.4720,166.616949153
fc,320,640,1,1,512,104857600,0.5210,201.2621881
fc,320,640,1,1,768,157286400,0.6010,261.7078203
fc,320,640,1,1,1024,209715200,0.7010,299.165763195
fc,320,640,1,1,1536,314572800,0.7330,429.1579809
fc,320,640,1,1,2048,419430400,0.9670,433.743950362
fc,320,640,1,1,2560,524288000,0.9890,530.119312437
fc,320,640,1,1,3072,629145600,1.0700,587.986542056
fc,320,640,1,1,3200,655360000,1.0800,606.814814815
fc,320,640,1,1,4096,838860800,1.3570,618.17302874
fc,320,384,1,1,64,7864320,0.2810,27.9869039146
fc,320,384,1,1,128,15728640,0.2790,56.3750537634
fc,320,384,1,1,196,24084480,0.3080,78.1963636364
fc,320,384,1,1,256,31457280,0.2940,106.99755102
fc,320,384,1,1,320,39321600,0.3250,120.989538462
fc,320,384,1,1,384,47185920,0.3020,156.244768212
fc,320,384,1,1,512,62914560,0.3340,188.366946108
fc,320,384,1,1,768,94371840,0.3710,254.371536388
fc,320,384,1,1,1024,125829120,0.4760,264.346890756
fc,320,384,1,1,1536,188743680,0.4850,389.162226804
fc,320,384,1,1,2048,251658240,0.6370,395.067880691
fc,320,384,1,1,2560,314572800,0.6540,480.998165138
fc,320,384,1,1,3072,377487360,0.6590,572.8184522
fc,320,384,1,1,3200,393216000,0.6890,570.705370102
fc,320,384,1,1,4096,503316480,0.8340,603.496978417
fc,320,2000,1,1,64,40960000,1.1030,37.1350861287
fc,320,2000,1,1,128,81920000,1.2160,67.3684210526
fc,320,2000,1,1,196,125440000,1.2210,102.735462735
fc,320,2000,1,1,256,163840000,1.2220,134.075286416
fc,320,2000,1,1,320,204800000,1.2900,158.759689922
fc,320,2000,1,1,384,245760000,1.2430,197.715205149
fc,320,2000,1,1,512,327680000,1.2570,260.684168656
fc,320,2000,1,1,768,491520000,1.5380,319.583875163
fc,320,2000,1,1,1024,655360000,1.7290,379.039907461
fc,320,2000,1,1,1536,983040000,1.8620,527.948442535
fc,320,2000,1,1,2048,1310720000,2.4750,529.583838384
fc,320,2000,1,1,2560,1638400000,2.5430,644.278411325
fc,320,2000,1,1,3072,1966080000,2.7830,706.460653971
fc,320,2000,1,1,3200,2048000000,2.6410,775.463839455
fc,320,2000,1,1,4096,2621440000,3.5160,745.574516496
fc,320,576,1,1,64,11796480,0.4180,28.2212440191
fc,320,576,1,1,128,23592960,0.4160,56.7138461538
fc,320,576,1,1,196,36126720,0.4330,83.4335334873
fc,320,576,1,1,256,47185920,0.4340,108.723317972
fc,320,576,1,1,320,58982400,0.4450,132.544719101
fc,320,576,1,1,384,70778880,0.4550,155.557978022
fc,320,576,1,1,512,94371840,0.4920,191.812682927
fc,320,576,1,1,768,141557760,0.5570,254.143195691
fc,320,576,1,1,1024,188743680,0.5490,343.795409836
fc,320,576,1,1,1536,283115520,0.7000,404.450742857
fc,320,576,1,1,2048,377487360,0.8920,423.192107623
fc,320,576,1,1,2560,471859200,0.8030,587.620423412
fc,320,576,1,1,3072,566231040,1.1270,502.423283052
fc,320,576,1,1,3200,589824000,0.9810,601.247706422
fc,320,576,1,1,4096,754974720,1.2130,622.402901896
fc,320,4000,1,1,64,81920000,1.8190,45.0357339197
fc,320,4000,1,1,128,163840000,2.1210,77.246581801
fc,320,4000,1,1,196,250880000,2.1780,115.188246097
fc,320,4000,1,1,256,327680000,2.3040,142.222222222
fc,320,4000,1,1,320,409600000,2.2710,180.361074417
fc,320,4000,1,1,384,491520000,2.2890,214.731323722
fc,320,4000,1,1,512,655360000,2.5300,259.035573123
fc,320,4000,1,1,768,983040000,3.1080,316.293436293
fc,320,4000,1,1,1024,1310720000,2.9450,445.066213922
fc,320,4000,1,1,1536,1966080000,3.6860,533.391209984
fc,320,4000,1,1,2048,2621440000,4.8990,535.096958563
fc,320,4000,1,1,2560,3276800000,4.5900,713.899782135
fc,320,4000,1,1,3072,3932160000,5.2300,751.847036329
fc,320,4000,1,1,3200,4096000000,5.2320,782.874617737
fc,320,4000,1,1,4096,5242880000,6.5110,805.234219014
fc,320,3000,1,1,64,61440000,1.4030,43.7918745545
fc,320,3000,1,1,128,122880000,1.6110,76.2756052142
fc,320,3000,1,1,196,188160000,1.7100,110.035087719
fc,320,3000,1,1,256,245760000,1.7410,141.160252728
fc,320,3000,1,1,320,307200000,1.7320,177.367205543
fc,320,3000,1,1,384,368640000,2.4900,148.048192771
fc,320,3000,1,1,512,491520000,1.9170,256.400625978
fc,320,3000,1,1,768,737280000,2.2950,321.254901961
fc,320,3000,1,1,1024,983040000,2.6190,375.349369989
fc,320,3000,1,1,1536,1474560000,2.8070,525.315283221
fc,320,3000,1,1,2048,1966080000,3.3370,589.175906503
fc,320,3000,1,1,2560,2457600000,3.4280,716.919486581
fc,320,3000,1,1,3072,2949120000,4.4010,670.102249489
fc,320,3000,1,1,3200,3072000000,4.4510,690.181981577
fc,320,3000,1,1,4096,3932160000,5.2760,745.291887794
fc,320,768,1,1,64,15728640,0.5260,29.9023574144
fc,320,768,1,1,128,31457280,0.5240,60.0329770992
fc,320,768,1,1,196,48168960,0.5430,88.7089502762
fc,320,768,1,1,256,62914560,0.5340,117.81752809
fc,320,768,1,1,320,78643200,0.5640,139.438297872
fc,320,768,1,1,384,94371840,0.5730,164.697801047
fc,320,768,1,1,512,125829120,0.6160,204.268051948
fc,320,768,1,1,768,188743680,0.6990,270.019570815
fc,320,768,1,1,1024,251658240,0.7160,351.477988827
fc,320,768,1,1,1536,377487360,0.8710,433.395361653
fc,320,768,1,1,2048,503316480,1.1500,437.666504348
fc,320,768,1,1,2560,629145600,1.0940,575.08738574
fc,320,768,1,1,3072,754974720,1.2650,596.817960474
fc,320,768,1,1,3200,786432000,1.2570,625.642004773
fc,320,768,1,1,4096,1006632960,1.5440,651.964352332
fc,320,512,1,1,64,10485760,0.3940,26.6136040609
fc,320,512,1,1,128,20971520,0.3620,57.9323756906
fc,320,512,1,1,196,32112640,0.3690,87.0261246612
fc,320,512,1,1,256,41943040,0.3820,109.798534031
fc,320,512,1,1,320,52428800,0.3980,131.730653266
fc,320,512,1,1,384,62914560,0.3950,159.277367089
fc,320,512,1,1,512,83886080,0.4340,193.285898618
fc,320,512,1,1,768,125829120,0.4800,262.144
fc,320,512,1,1,1024,167772160,0.5770,290.766308492
fc,320,512,1,1,1536,251658240,0.6160,408.536103896
fc,320,512,1,1,2048,335544320,0.7990,419.95534418
fc,320,512,1,1,2560,419430400,0.8230,509.635965978
fc,320,512,1,1,3072,503316480,0.8260,609.341985472
fc,320,512,1,1,3200,524288000,0.8610,608.929152149
fc,320,512,1,1,4096,671088640,1.0110,663.786983185
fc,320,446,1,1,64,9134080,0.3170,28.8141324921
fc,320,446,1,1,128,18268160,0.3370,54.208189911
fc,320,446,1,1,196,27973120,0.3350,83.5018507463
fc,320,446,1,1,256,36536320,0.3360,108.739047619
fc,320,446,1,1,320,45670400,0.3480,131.236781609
fc,320,446,1,1,384,54804480,0.3590,152.658718663
fc,320,446,1,1,512,73072640,0.3850,189.799064935
fc,320,446,1,1,768,109608960,0.4260,257.298028169
fc,320,446,1,1,1024,146145280,0.4480,326.217142857
fc,320,446,1,1,1536,219217920,0.5570,393.568976661
fc,320,446,1,1,2048,292290560,0.6230,469.166227929
fc,320,446,1,1,2560,365363200,0.6580,555.263221884
fc,320,446,1,1,3072,438435840,0.7590,577.649328063
fc,320,446,1,1,3200,456704000,0.8250,553.580606061
fc,320,446,1,1,4096,584581120,0.9960,586.928835341
fc,320,1000,1,1,64,20480000,0.6410,31.9500780031
fc,320,1000,1,1,128,40960000,0.6830,59.9707174231
fc,320,1000,1,1,196,62720000,0.6700,93.6119402985
fc,320,1000,1,1,256,81920000,0.7140,114.733893557
fc,320,1000,1,1,320,102400000,0.6320,162.025316456
fc,320,1000,1,1,384,122880000,0.6820,180.175953079
fc,320,1000,1,1,512,163840000,0.7050,232.397163121
fc,320,1000,1,1,768,245760000,0.8270,297.170495768
fc,320,1000,1,1,1024,327680000,0.9520,344.201680672
fc,320,1000,1,1,1536,491520000,1.0220,480.939334638
fc,320,1000,1,1,2048,655360000,1.3600,481.882352941
fc,320,1000,1,1,2560,819200000,1.2360,662.783171521
fc,320,1000,1,1,3072,983040000,1.3850,709.776173285
fc,320,1000,1,1,3200,1024000000,1.5650,654.313099042
fc,320,1000,1,1,4096,1310720000,1.8980,690.579557429
fc,320,64,1,1,64,1310720,0.0910,14.4035164835
fc,320,64,1,1,128,2621440,0.0910,28.807032967
fc,320,64,1,1,196,4014080,0.0980,40.96
fc,320,64,1,1,256,5242880,0.0940,55.7753191489
fc,320,64,1,1,320,6553600,0.0960,68.2666666667
fc,320,64,1,1,384,7864320,0.1210,64.9943801653
fc,320,64,1,1,512,10485760,0.1190,88.1156302521
fc,320,64,1,1,768,15728640,0.1190,132.173445378
fc,320,64,1,1,1024,20971520,0.1380,151.967536232
fc,320,64,1,1,1536,31457280,0.1800,174.762666667
fc,320,64,1,1,2048,41943040,0.2050,204.600195122
fc,320,64,1,1,2560,52428800,0.2170,241.607373272
fc,320,64,1,1,3072,62914560,0.2370,265.462278481
fc,320,64,1,1,3200,65536000,0.2560,256.0
fc,320,64,1,1,4096,83886080,0.2940,285.326802721
fc,384,640,1,1,64,15728640,0.5010,31.394491018
fc,384,640,1,1,128,31457280,0.5190,60.6113294798
fc,384,640,1,1,196,48168960,0.5250,91.7504
fc,384,640,1,1,256,62914560,0.5300,118.706716981
fc,384,640,1,1,320,78643200,0.5390,145.905751391
fc,384,640,1,1,384,94371840,0.5700,165.564631579
fc,384,640,1,1,512,125829120,0.6240,201.649230769
fc,384,640,1,1,768,188743680,0.6870,274.736069869
fc,384,640,1,1,1024,251658240,0.7110,353.949704641
fc,384,640,1,1,1536,377487360,0.8080,467.187326733
fc,384,640,1,1,2048,503316480,0.9090,553.70349835
fc,384,640,1,1,2560,629145600,0.9610,654.678043704
fc,384,640,1,1,3072,754974720,1.0530,716.975042735
fc,384,640,1,1,3200,786432000,1.1550,680.893506494
fc,384,640,1,1,4096,1006632960,1.4380,700.022920723
fc,384,384,1,1,64,9437184,0.3940,23.9522436548
fc,384,384,1,1,128,18874368,0.3350,56.3413970149
fc,384,384,1,1,196,28901376,0.3470,83.2892680115
fc,384,384,1,1,256,37748736,0.3540,106.634847458
fc,384,384,1,1,320,47185920,0.3590,131.437103064
fc,384,384,1,1,384,56623104,0.3940,143.713461929
fc,384,384,1,1,512,75497472,0.4250,177.641110588
fc,384,384,1,1,768,113246208,0.4580,247.262462882
fc,384,384,1,1,1024,150994944,0.5070,297.820402367
fc,384,384,1,1,1536,226492416,0.5200,435.562338462
fc,384,384,1,1,2048,301989888,0.5900,511.847267797
fc,384,384,1,1,2560,377487360,0.6830,552.690131772
fc,384,384,1,1,3072,452984832,0.7160,632.660379888
fc,384,384,1,1,3200,471859200,0.7300,646.382465753
fc,384,384,1,1,4096,603979776,0.9180,657.930039216
fc,384,2000,1,1,64,49152000,1.1460,42.890052356
fc,384,2000,1,1,128,98304000,1.4160,69.4237288136
fc,384,2000,1,1,196,150528000,1.4940,100.75502008
fc,384,2000,1,1,256,196608000,1.4540,135.218707015
fc,384,2000,1,1,320,245760000,1.5040,163.404255319
fc,384,2000,1,1,384,294912000,1.5520,190.020618557
fc,384,2000,1,1,512,393216000,1.7470,225.080709788
fc,384,2000,1,1,768,589824000,1.7690,333.42227247
fc,384,2000,1,1,1024,786432000,1.7180,457.760186263
fc,384,2000,1,1,1536,1179648000,2.1560,547.146567718
fc,384,2000,1,1,2048,1572864000,2.4370,645.409930242
fc,384,2000,1,1,2560,1966080000,2.6000,756.184615385
fc,384,2000,1,1,3072,2359296000,3.0450,774.809852217
fc,384,2000,1,1,3200,2457600000,3.1240,786.683738796
fc,384,2000,1,1,4096,3145728000,3.8330,820.696060527
fc,384,576,1,1,64,14155776,0.4870,29.067301848
fc,384,576,1,1,128,28311552,0.4790,59.1055365344
fc,384,576,1,1,196,43352064,0.4630,93.6329676026
fc,384,576,1,1,256,56623104,0.5080,111.46280315
fc,384,576,1,1,320,70778880,0.4900,144.446693878
fc,384,576,1,1,384,84934656,0.5180,163.966517375
fc,384,576,1,1,512,113246208,0.5650,200.435766372
fc,384,576,1,1,768,169869312,0.6280,270.492535032
fc,384,576,1,1,1024,226492416,0.6100,371.299042623
fc,384,576,1,1,1536,339738624,0.7320,464.123803279
fc,384,576,1,1,2048,452984832,0.8550,529.806821053
fc,384,576,1,1,2560,566231040,0.9590,590.439040667
fc,384,576,1,1,3072,679477248,1.0540,644.665320683
fc,384,576,1,1,3200,707788800,1.0080,702.171428571
fc,384,576,1,1,4096,905969664,1.2220,741.382703764
fc,384,4000,1,1,64,98304000,2.1690,45.3222683264
fc,384,4000,1,1,128,196608000,2.4350,80.7425051335
fc,384,4000,1,1,196,301056000,4.2030,71.6288365453
fc,384,4000,1,1,256,393216000,2.5820,152.291247095
fc,384,4000,1,1,320,491520000,2.6640,184.504504505
fc,384,4000,1,1,384,589824000,2.7170,217.086492455
fc,384,4000,1,1,512,786432000,3.2900,239.037082067
fc,384,4000,1,1,768,1179648000,3.7250,316.684026846
fc,384,4000,1,1,1024,1572864000,5.5070,285.611766842
fc,384,4000,1,1,1536,2359296000,4.0540,581.967439566
fc,384,4000,1,1,2048,3145728000,4.7870,657.139753499
fc,384,4000,1,1,2560,3932160000,5.4450,722.159779614
fc,384,4000,1,1,3072,4718592000,6.1600,766.005194805
fc,384,4000,1,1,3200,4915200000,5.6190,874.746396156
fc,384,4000,1,1,4096,6291456000,6.7640,930.138379657
fc,384,3000,1,1,64,73728000,1.7210,42.8402091807
fc,384,3000,1,1,128,147456000,2.4210,60.907063197
fc,384,3000,1,1,196,225792000,2.3150,97.5343412527
fc,384,3000,1,1,256,294912000,2.0030,147.235147279
fc,384,3000,1,1,320,368640000,2.0100,183.402985075
fc,384,3000,1,1,384,442368000,2.6570,166.491531803
fc,384,3000,1,1,512,589824000,2.4580,239.960943857
fc,384,3000,1,1,768,884736000,2.7900,317.109677419
fc,384,3000,1,1,1024,1179648000,4.0680,289.982300885
fc,384,3000,1,1,1536,1769472000,3.0950,571.719547658
fc,384,3000,1,1,2048,2359296000,3.5880,657.551839465
fc,384,3000,1,1,2560,2949120000,3.6880,799.652928416
fc,384,3000,1,1,3072,3538944000,4.3020,822.627615063
fc,384,3000,1,1,3200,3686400000,4.2980,857.701256398
fc,384,3000,1,1,4096,4718592000,6.2390,756.30581824
fc,384,768,1,1,64,18874368,0.6290,30.0069443561
fc,384,768,1,1,128,37748736,0.6330,59.6346540284
fc,384,768,1,1,196,57802752,0.6800,85.0040470588
fc,384,768,1,1,256,75497472,0.6760,111.682650888
fc,384,768,1,1,320,94371840,0.6680,141.275209581
fc,384,768,1,1,384,113246208,0.6400,176.9472
fc,384,768,1,1,512,150994944,0.7900,191.132840506
fc,384,768,1,1,768,226492416,0.7950,284.896120755
fc,384,768,1,1,1024,301989888,0.7570,398.929838838
fc,384,768,1,1,1536,452984832,0.9130,496.149870756
fc,384,768,1,1,2048,603979776,1.2460,484.734972713
fc,384,768,1,1,2560,754974720,1.1480,657.643484321
fc,384,768,1,1,3072,905969664,1.2810,707.236271663
fc,384,768,1,1,3200,943718400,1.3350,706.905168539
fc,384,768,1,1,4096,1207959552,2.0750,582.149181687
fc,384,512,1,1,64,12582912,0.4140,30.3935072464
fc,384,512,1,1,128,25165824,0.4420,56.9362533937
fc,384,512,1,1,196,38535168,0.8110,47.5156202219
fc,384,512,1,1,256,50331648,0.4600,109.416626087
fc,384,512,1,1,320,62914560,0.4470,140.748456376
fc,384,512,1,1,384,75497472,0.5030,150.094377734
fc,384,512,1,1,512,100663296,0.5210,193.211700576
fc,384,512,1,1,768,150994944,0.5960,253.347221477
fc,384,512,1,1,1024,201326592,0.6610,304.578807867
fc,384,512,1,1,1536,301989888,0.6690,451.404914798
fc,384,512,1,1,2048,402653184,0.8690,463.352340621
fc,384,512,1,1,2560,503316480,0.8170,616.054443084
fc,384,512,1,1,3072,603979776,1.1590,521.12146333
fc,384,512,1,1,3200,629145600,0.9280,677.95862069
fc,384,512,1,1,4096,805306368,1.0950,735.439605479
fc,384,446,1,1,64,10960896,0.3640,30.1123516484
fc,384,446,1,1,128,21921792,0.3720,58.9295483871
fc,384,446,1,1,196,33567744,0.3840,87.416
fc,384,446,1,1,256,43843584,0.4010,109.335620948
fc,384,446,1,1,320,54804480,0.3990,137.354586466
fc,384,446,1,1,384,65765376,0.4250,154.742061176
fc,384,446,1,1,512,87687168,0.4580,191.45669869
fc,384,446,1,1,768,131530752,0.5220,251.97462069
fc,384,446,1,1,1024,175374336,0.5070,345.905988166
fc,384,446,1,1,1536,263061504,0.9120,288.444631579
fc,384,446,1,1,2048,350748672,1.0620,330.271819209
fc,384,446,1,1,2560,438435840,0.7250,604.739089655
fc,384,446,1,1,3072,526123008,0.8100,649.534577778
fc,384,446,1,1,3200,548044800,0.8300,660.294939759
fc,384,446,1,1,4096,701497344,0.9950,705.022456281
fc,384,1000,1,1,64,24576000,0.7110,34.5654008439
fc,384,1000,1,1,128,49152000,0.7200,68.2666666667
fc,384,1000,1,1,196,75264000,1.2670,59.4033149171
fc,384,1000,1,1,256,98304000,0.7540,130.376657825
fc,384,1000,1,1,320,122880000,0.7330,167.639836289
fc,384,1000,1,1,384,147456000,0.7470,197.397590361
fc,384,1000,1,1,512,196608000,0.8730,225.209621993
fc,384,1000,1,1,768,294912000,0.9560,308.485355649
fc,384,1000,1,1,1024,393216000,1.0130,388.169792695
fc,384,1000,1,1,1536,589824000,1.0920,540.131868132
fc,384,1000,1,1,2048,786432000,1.3080,601.247706422
fc,384,1000,1,1,2560,983040000,1.3370,735.258040389
fc,384,1000,1,1,3072,1179648000,1.5740,749.458703939
fc,384,1000,1,1,3200,1228800000,1.5470,794.311570782
fc,384,1000,1,1,4096,1572864000,1.9990,786.825412706
fc,384,64,1,1,64,1572864,0.1000,15.72864
fc,384,64,1,1,128,3145728,0.0990,31.775030303
fc,384,64,1,1,196,4816896,0.1050,45.8752
fc,384,64,1,1,256,6291456,0.1050,59.9186285714
fc,384,64,1,1,320,7864320,0.1040,75.6184615385
fc,384,64,1,1,384,9437184,0.1100,85.7925818182
fc,384,64,1,1,512,12582912,0.1170,107.54625641
fc,384,64,1,1,768,18874368,0.1300,145.187446154
fc,384,64,1,1,1024,25165824,0.1460,172.368657534
fc,384,64,1,1,1536,37748736,0.1800,209.7152
fc,384,64,1,1,2048,50331648,0.2320,216.946758621
fc,384,64,1,1,2560,62914560,0.2400,262.144
fc,384,64,1,1,3072,75497472,0.2580,292.625860465
fc,384,64,1,1,3200,78643200,0.2730,288.07032967
fc,384,64,1,1,4096,100663296,0.3140,320.583745223
fc,446,640,1,1,64,18268160,0.5770,31.6605892548
fc,446,640,1,1,128,36536320,0.5900,61.9259661017
fc,446,640,1,1,196,55946240,0.6170,90.6746191248
fc,446,640,1,1,256,73072640,0.6450,113.290914729
fc,446,640,1,1,320,91340800,0.6970,131.048493544
fc,446,640,1,1,384,109608960,0.6710,163.351654247
fc,446,640,1,1,512,146145280,0.7190,203.2618637
fc,446,640,1,1,768,219217920,0.7720,283.961036269
fc,446,640,1,1,1024,292290560,0.8850,330.271819209
fc,446,640,1,1,1536,438435840,0.9100,481.797626374
fc,446,640,1,1,2048,584581120,1.1080,527.600288809
fc,446,640,1,1,2560,730726400,1.2830,569.545128605
fc,446,640,1,1,3072,876871680,1.3370,655.850172027
fc,446,640,1,1,3200,913408000,1.4100,647.807092199
fc,446,640,1,1,4096,1169162240,1.6840,694.276864608
fc,446,384,1,1,64,10960896,0.3510,31.2276239316
fc,446,384,1,1,128,21921792,0.3470,63.1751930836
fc,446,384,1,1,196,33567744,0.3730,89.9939517426
fc,446,384,1,1,256,43843584,0.3760,116.605276596
fc,446,384,1,1,320,54804480,0.4030,135.991265509
fc,446,384,1,1,384,65765376,0.4130,159.238198547
fc,446,384,1,1,512,87687168,0.4530,193.569907285
fc,446,384,1,1,768,131530752,0.5040,260.973714286
fc,446,384,1,1,1024,175374336,0.5610,312.610224599
fc,446,384,1,1,1536,263061504,0.6240,421.572923077
fc,446,384,1,1,2048,350748672,0.7890,444.548380228
fc,446,384,1,1,2560,438435840,0.8810,497.657026107
fc,446,384,1,1,3072,526123008,0.9090,578.793188119
fc,446,384,1,1,3200,548044800,0.9560,573.268619247
fc,446,384,1,1,4096,701497344,1.1230,624.663707925
fc,446,2000,1,1,64,57088000,2.1030,27.1459819306
fc,446,2000,1,1,128,114176000,1.3850,82.4375451264
fc,446,2000,1,1,196,174832000,1.5590,112.143681847
fc,446,2000,1,1,256,228352000,1.5100,151.226490066
fc,446,2000,1,1,320,285440000,1.5270,186.928618206
fc,446,2000,1,1,384,342528000,1.5790,216.927169094
fc,446,2000,1,1,512,456704000,1.8330,249.156573923
fc,446,2000,1,1,768,685056000,2.0200,339.136633663
fc,446,2000,1,1,1024,913408000,2.1820,418.610449129
fc,446,2000,1,1,1536,1370112000,2.5670,533.740553175
fc,446,2000,1,1,2048,1826816000,2.8980,630.371290545
fc,446,2000,1,1,2560,2283520000,3.2360,705.66131026
fc,446,2000,1,1,3072,2740224000,3.7270,735.235846525
fc,446,2000,1,1,3200,2854400000,3.8190,747.420790783
fc,446,2000,1,1,4096,3653632000,4.6770,781.191361984
fc,446,576,1,1,64,16441344,0.5200,31.6179692308
fc,446,576,1,1,128,32882688,0.5140,63.9741011673
fc,446,576,1,1,196,50351616,0.5420,92.8996605166
fc,446,576,1,1,256,65765376,0.5460,120.449406593
fc,446,576,1,1,320,82206720,0.5710,143.969737303
fc,446,576,1,1,384,98648064,0.5880,167.768816327
fc,446,576,1,1,512,131530752,0.7220,182.175556787
fc,446,576,1,1,768,197296128,0.7300,270.268668493
fc,446,576,1,1,1024,263061504,0.7900,332.98924557
fc,446,576,1,1,1536,394592256,0.8990,438.923532814
fc,446,576,1,1,2048,526123008,1.1150,471.8592
fc,446,576,1,1,2560,657653760,1.2240,537.298823529
fc,446,576,1,1,3072,789184512,1.2660,623.368492891
fc,446,576,1,1,3200,822067200,1.3280,619.026506024
fc,446,576,1,1,4096,1052246016,1.5960,659.302015038
fc,446,4000,1,1,64,114176000,2.8230,40.4449167552
fc,446,4000,1,1,128,228352000,2.7440,83.2186588921
fc,446,4000,1,1,196,349664000,2.8810,121.368969108
fc,446,4000,1,1,256,456704000,2.9020,157.375603032
fc,446,4000,1,1,320,570880000,3.0570,186.745175008
fc,446,4000,1,1,384,685056000,3.1320,218.727969349
fc,446,4000,1,1,512,913408000,3.7160,245.80409042
fc,446,4000,1,1,768,1370112000,4.1370,331.184916606
fc,446,4000,1,1,1024,1826816000,4.3080,424.051996286
fc,446,4000,1,1,1536,2740224000,4.9990,548.154430886
fc,446,4000,1,1,2048,3653632000,6.2880,581.048346056
fc,446,4000,1,1,2560,4567040000,6.4360,709.608452455
fc,446,4000,1,1,3072,5480448000,6.9910,783.929051638
fc,446,4000,1,1,3200,5708800000,7.1330,800.336464321
fc,446,4000,1,1,4096,7307264000,8.4310,866.71379433
fc,446,3000,1,1,64,85632000,2.2050,38.8353741497
fc,446,3000,1,1,128,171264000,2.2200,77.1459459459
fc,446,3000,1,1,196,262248000,2.1910,119.693290735
fc,446,3000,1,1,256,342528000,2.2080,155.130434783
fc,446,3000,1,1,320,428160000,2.2810,187.707145989
fc,446,3000,1,1,384,513792000,2.4100,213.191701245
fc,446,3000,1,1,512,685056000,2.7800,246.423021583
fc,446,3000,1,1,768,1027584000,3.0150,340.823880597
fc,446,3000,1,1,1024,1370112000,3.2540,421.054701905
fc,446,3000,1,1,1536,2055168000,3.9300,522.94351145
fc,446,3000,1,1,2048,2740224000,4.7550,576.282649842
fc,446,3000,1,1,2560,3425280000,5.1780,661.506373117
fc,446,3000,1,1,3072,4110336000,5.3910,762.444073456
fc,446,3000,1,1,3200,4281600000,6.4040,668.582136165
fc,446,3000,1,1,4096,5480448000,7.0050,782.362312634
fc,446,768,1,1,64,21921792,0.6250,35.0748672
fc,446,768,1,1,128,43843584,0.6280,69.8146242038
fc,446,768,1,1,196,67135488,0.6740,99.6075489614
fc,446,768,1,1,256,87687168,0.6710,130.681323398
fc,446,768,1,1,320,109608960,0.6980,157.032893983
fc,446,768,1,1,384,131530752,0.6740,195.14948368
fc,446,768,1,1,512,175374336,0.7900,221.99283038
fc,446,768,1,1,768,263061504,0.8510,309.120451234
fc,446,768,1,1,1024,350748672,0.9170,382.495825518
fc,446,768,1,1,1536,526123008,1.0750,489.416751628
fc,446,768,1,1,2048,701497344,1.4010,500.711880086
fc,446,768,1,1,2560,876871680,1.4340,611.486527197
fc,446,768,1,1,3072,1052246016,1.5370,684.610290176
fc,446,768,1,1,3200,1096089600,1.6180,677.434857849
fc,446,768,1,1,4096,1402994688,1.9580,716.544784474
fc,446,512,1,1,64,14614528,0.4670,31.2944925054
fc,446,512,1,1,128,29229056,0.4650,62.8581849462
fc,446,512,1,1,196,44756992,0.4890,91.527591002
fc,446,512,1,1,256,58458112,0.4990,117.15052505
fc,446,512,1,1,320,73072640,0.5170,141.339729207
fc,446,512,1,1,384,87687168,0.5550,157.994897297
fc,446,512,1,1,512,116916224,0.5930,197.160580101
fc,446,512,1,1,768,175374336,0.6500,269.806670769
fc,446,512,1,1,1024,233832448,0.7000,334.046354286
fc,446,512,1,1,1536,350748672,0.8140,430.895174447
fc,446,512,1,1,2048,467664896,0.9030,517.901324474
fc,446,512,1,1,2560,584581120,1.1020,530.472885662
fc,446,512,1,1,3072,701497344,1.1400,615.348547368
fc,446,512,1,1,3200,730726400,1.1340,644.379541446
fc,446,512,1,1,4096,935329792,1.4480,645.94598895
fc,446,446,1,1,64,12730624,0.4030,31.5896377171
fc,446,446,1,1,128,25461248,0.4250,59.9088188235
fc,446,446,1,1,196,38987536,0.4360,89.4209541284
fc,446,446,1,1,256,50922496,0.4380,116.261406393
fc,446,446,1,1,320,63653120,0.4550,139.896967033
fc,446,446,1,1,384,76383744,0.4780,159.798627615
fc,446,446,1,1,512,101844992,0.5150,197.757266019
fc,446,446,1,1,768,152767488,0.5710,267.543761821
fc,446,446,1,1,1024,203689984,0.6240,326.42625641
fc,446,446,1,1,1536,305534976,0.7300,418.541063014
fc,446,446,1,1,2048,407379968,0.8310,490.228601685
