layer,batch,channel,height,width,fpops,lat,gflops
htanh,1,256,1,1,256,0.0280,0.00914285714286
htanh,1,1024,1,1,1024,0.0270,0.0379259259259
htanh,1,512,1,1,512,0.0260,0.0196923076923
htanh,1,128,1,1,128,0.0260,0.00492307692308
htanh,1,2048,1,1,2048,0.0290,0.0706206896552
htanh,1,32,1,1,32,0.0280,0.00114285714286
htanh,1,64,1,1,64,0.0270,0.00237037037037
htanh,1,4096,1,1,4096,0.0310,0.132129032258
