layer,batch,channel,height,width,fpops,lat,gflops
softmax,1,256,1,1,256,0.0310,0.00825806451613
softmax,1,1024,1,1,1024,0.0350,0.0292571428571
softmax,1,512,1,1,512,0.0400,0.0128
softmax,1,128,1,1,128,0.0310,0.00412903225806
softmax,1,2048,1,1,2048,0.0390,0.0525128205128
softmax,1,32,1,1,32,0.0310,0.00103225806452
softmax,1,64,1,1,64,0.0310,0.00206451612903
softmax,1,4096,1,1,4096,0.0540,0.0758518518519
