layer,function,equation,parameters,p0,p1,p2,p3,p4,stderr,r_sq
sig,linear,a*x+b,2,1.0,-1019.99321726,513.496883672,0.953202531367
htanh,linear,a*x+b,2,1.0,-1019.98825922,513.494196895,0.997172597137
[37632.0, 401408.0, 290400.0, 154587.0, 147456.0, 100352.0, 262144.0]
[0.1363478260869565, 0.3009055472263868, 0.2819417475728155, 0.20367193675889328, 0.20171819425444598, 0.18245818181818182, 0.22121856540084386]
relu,linear,a*x+b,2,1.0,-199139.638705,50933.1827165,0.92533356713
pool,log,a*log(b*x0)+c*log(d*x1)+e,5,-0.315328660129,0.000363715604186,0.579029346808,5.93435500218e-05,1.98613458599,0.271715223359,NA
norm,linear,a*x+b,2,1.0,-265938.555693,153391.487262,0.439561218146
local,log,a*log(b*x0)+c*log(d*x1)+e,5,0.622923339776,0.00163630689627,0.154289872501,0.000783420566452,-2.03456402728,0.111579658951,NA
softmax,linear,a*x+b,2,1.0,-1019.99425586,513.497179867,0.99964963819
argmax,log,a*log(b*x0)+c*log(d*x1)+e,5,0.0514633617801,0.00484800143115,-0.0438992607694,0.0118063353102,0.0515269303667,0.00108746807849,NA
