layer,function,equation,parameters,p0,p1,p2,p3,p4,stderr,r_sq
sig,linear,a*x+b,2,1.0,-1019.97527075,513.48865403,0.983436989703
htanh,linear,a*x+b,2,1.0,-1019.96525932,513.482946006,0.998024142981
[37632.0, 401408.0, 290400.0, 154587.0, 147456.0, 100352.0, 262144.0]
[0.422831460674, 0.704224561404, 0.55, 0.342006637168, 0.428651162791, 0.482461538462, 0.520126984127]
relu,linear,a*x+b,2,1.0,-199139.364222,50933.1618341,0.687735681877
pool,log,a*log(b*x0)+c*log(d*x1)+e,5,0.376250033391,0.000304830189132,2.05690502643,0.000202844210957,-2.42736775791,1.73916513476,NA
norm,linear,a*x+b,2,1.0,-265930.719405,153388.249745,0.57644088259
local,log,a*log(b*x0)+c*log(d*x1)+e,5,6.12063596061,0.000225489295371,2.29902551993,6.93714895004e-05,-6.50779729331,1.23099789586,NA
softmax,linear,a*x+b,2,1.0,-1019.97674919,513.489003725,0.964064994907
argmax,log,a*log(b*x0)+c*log(d*x1)+e,5,0.0102048675356,0.0126792266585,-0.00105535515413,0.012031024405,0.010611615419,0.00132834463217,NA
