layer,gflops
pool,0.077184346541964072
conv,14.502225208233835
argmax,0.0069444444444444449
drop,3.1507692307692299
relu,0.14217184954310405
fc,2.3845893883068605
sig,0.010402877602879161
htanh,0.21989528795811522
local,0.30140163533934183
prob,0.0040799673602611181
norm,0.01317849160682062
