layer,gflops
pool,0.22271491505487315
conv,63.574682499830359
argmax,0.018903591682419656
drop,3.1695238095238087
relu,0.60453012048192778
fc,11.378486055776891
sig,0.061803178585936876
htanh,0.38979118329466372
local,0.83040044115023459
prob,0.015576323987538943
norm,0.023845050173633454
