layer,batch,channel,height,width,fpops,lat,gflops
sig,1,256,1,1,256,0.1250,0.002048
sig,1,1024,1,1,1024,0.1280,0.008
sig,1,512,1,1,512,0.2060,0.0024854368932038834
sig,1,128,1,1,128,0.0830,0.001542168674698795
sig,1,2048,1,1,2048,0.1830,0.011191256830601093
sig,1,32,1,1,32,0.1150,0.0002782608695652174
sig,1,64,1,1,64,0.1000,0.00064
sig,1,4096,1,1,4096,0.1810,0.02262983425414365
