layer,batch,channel,height,width,fpops,lat,gflops
softmax,1,256,1,1,256,0.1700,0.0015058823529411763
softmax,1,1024,1,1,1024,0.1800,0.005688888888888889
softmax,1,512,1,1,512,0.1700,0.0030117647058823527
softmax,1,128,1,1,128,0.1820,0.0007032967032967033
softmax,1,2048,1,1,2048,0.1780,0.011505617977528089
softmax,1,32,1,1,32,0.1810,0.00017679558011049725
softmax,1,64,1,1,64,0.0840,0.0007619047619047618
softmax,1,4096,1,1,4096,0.1820,0.022505494505494505
