layer,batch,channel,height,width,fpops,lat,gflops
htanh,1,256,1,1,256,0.0820,0.003121951219512195
htanh,1,1024,1,1,1024,0.0820,0.01248780487804878
htanh,1,512,1,1,512,0.0810,0.006320987654320987
htanh,1,128,1,1,128,0.0800,0.0015999999999999999
htanh,1,2048,1,1,2048,0.0830,0.02467469879518072
htanh,1,32,1,1,32,0.0770,0.0004155844155844156
htanh,1,64,1,1,64,0.0780,0.0008205128205128205
htanh,1,4096,1,1,4096,0.0920,0.04452173913043478
