layer,batch,channel,height,width,fpops,lat,gflops
argmax,1,256,1,1,256,0.0240,0.010666666666666666
argmax,1,1024,1,1,1024,0.0430,0.023813953488372095
argmax,1,512,1,1,512,0.0290,0.0176551724137931
argmax,1,128,1,1,128,0.0190,0.006736842105263157
argmax,1,2048,1,1,2048,0.0630,0.032507936507936507
argmax,1,32,1,1,32,0.0140,0.002285714285714286
argmax,1,64,1,1,64,0.0170,0.0037647058823529413
argmax,1,4096,1,1,4096,0.1040,0.039384615384615386
